,label,stimuli,S1U1,S2U1,S3U1,S3U2,S4U1,S4U2,S4U3
23,0,Lin,"[0.08500000000003638, 0.1435999999998785, 0.25139999999987594, 0.33150000000000546, 0.37979999999993197, 0.43810000000007676, 0.48430000000007567, 0.5805000000000291, 0.6567000000000007, 0.7075999999999567, 0.8161000000000058]","[0.020299999999906504, 0.09699999999997999, 0.15660000000002583, 0.2702999999999065, 0.3533999999999651, 0.3647000000000844, 0.3709999999998672, 0.44239999999990687, 0.4862000000000535, 0.5090000000000146, 0.5860000000000127, 0.6766999999999825, 0.6796999999999116, 0.7573999999999614, 0.7726999999999862]","[0.06549999999992906, 0.08510000000001128, 0.17699999999990723, 0.2257999999999356, 0.2501999999999498, 0.29919999999992797, 0.35130000000003747, 0.3614000000000033, 0.4619000000000142, 0.7060999999998785, 0.7980000000000018, 0.8890999999998712, 0.9592000000000098]","[0.23630000000002838, 0.24630000000001928, 0.6468999999999596]",[0.7661000000000513],[],"[0.0060000000000854925, 0.06539999999995416, 0.1089999999999236, 0.27530000000001564, 0.3385000000000673, 0.37020000000006803, 0.41689999999994143, 0.4619999999999891, 0.5252000000000407, 0.5441000000000713, 0.641399999999976, 0.6627000000000862, 0.7290000000000418]"
24,0,Lin,"[0.07719999999994798, 0.16789999999991778, 0.31159999999999854, 0.4239000000000033, 0.48959999999988213, 0.5247999999999138, 0.8577000000000226, 0.8985000000000127, 0.9438999999999851, 0.9466999999999643]","[0.04510000000004766, 0.1412000000000262, 0.3291999999999007, 0.33379999999988286, 0.3805999999999585, 0.3868999999999687, 0.49720000000002074, 0.5291999999999462, 0.5497000000000298, 0.6022000000000389, 0.6552999999998974, 0.6884999999999764, 0.7153000000000702, 0.7339999999999236, 0.7408000000000357, 0.7671000000000276, 0.7719999999999345, 0.8156999999998789, 0.82549999999992, 0.8304000000000542, 0.894800000000032, 0.8994999999999891, 0.9166000000000167, 0.9856999999999516]","[0.08580000000006294, 0.15470000000004802, 0.35770000000002256, 0.3632999999999811, 0.42029999999999745, 0.44519999999988613, 0.4601000000000113, 0.48090000000001965, 0.5523000000000593, 0.5831000000000586, 0.7045000000000528, 0.7720999999999094, 0.8488999999999578, 0.8626999999999043, 0.9500000000000455]",[0.5643000000000029],"[0.1914999999999054, 0.6410000000000764, 0.8267000000000735]",[0.434099999999944],"[0.23540000000002692, 0.3303000000000793, 0.4799000000000433, 0.5459000000000742, 0.5828999999998814, 0.6123000000000047, 0.6370999999999185, 0.7045000000000528, 0.7603999999998905, 0.7873999999999342, 0.9356000000000222]"
25,0,Ner,"[0.14689999999995962, 0.21689999999989595, 0.2959000000000742, 0.45839999999998327, 0.5268000000000939, 0.6695999999999458, 0.7516000000000531, 0.8869999999999436, 0.9056000000000495, 0.9400000000000546, 0.9780000000000655, 0.9927000000000135]","[0.039800000000013824, 0.16489999999998872, 0.17619999999988067, 0.20949999999993452, 0.27520000000004075, 0.35169999999993706, 0.3976999999999862, 0.4396999999999025, 0.5093999999999141, 0.5586000000000695, 0.6032000000000153, 0.6159000000000106, 0.7628999999999451, 0.8053999999999633, 0.8105000000000473, 0.8641000000000076, 0.8983000000000629, 0.9535000000000764, 0.9944000000000415]","[0.07670000000007349, 0.12259999999992033, 0.1710000000000491, 0.22319999999990614, 0.29330000000004475, 0.3058000000000902, 0.39180000000010295, 0.43239999999991596, 0.46309999999994034, 0.5052000000000589, 0.7085999999999331, 0.7556999999999334, 0.8707999999999174, 0.9945000000000164]","[0.032500000000027285, 0.15190000000006876, 0.32369999999991705, 0.6820000000000164]","[0.3916999999999007, 0.43229999999994106, 0.9836999999999989]",[0.17429999999990287],"[0.18890000000010332, 0.1936000000000604, 0.35159999999996217, 0.5504000000000815, 0.5772999999999229, 0.6317999999998847, 0.6594000000000051, 0.7451000000000931, 0.8672999999998865, 0.9944000000000415]"
26,0,Ner,"[0.058600000000069485, 0.2817000000000007, 0.3425999999999476, 0.5097000000000662, 0.630100000000084, 0.697400000000016]","[0.12460000000010041, 0.21739999999999782, 0.3832999999999629, 0.41689999999994143, 0.42620000000010805, 0.4861000000000786, 0.5199999999999818, 0.5251000000000658, 0.5946000000001277, 0.6095000000000255, 0.67450000000008, 0.6891000000000531, 0.7592999999999392, 0.766399999999976, 0.9809999999999945, 0.9943000000000666]","[0.022300000000086584, 0.028800000000046566, 0.09609999999997854, 0.12069999999994252, 0.1348000000000411, 0.24099999999998545, 0.37580000000002656, 0.5036000000000058, 0.5714000000000397, 0.6491000000000895, 0.7425000000000637, 0.9148999999999887, 0.9821999999999207]",[0.5299999999999727],[0.3976000000000113],"[0.40599999999994907, 0.7181000000000495]","[0.08339999999998327, 0.1589000000001306, 0.18830000000002656, 0.20880000000011023, 0.46119999999996253, 0.6291000000001077, 0.7324000000000979, 0.7443000000000666, 0.7626000000000204, 0.8347000000001117, 0.8634999999999309, 0.945699999999988]"
27,0,Ner,"[0.033599999999978536, 0.10940000000005057, 0.33179999999993015, 0.3989000000001397, 0.4372000000000753, 0.5195000000001073, 0.761600000000044, 0.9495999999999185]","[0.0029999999999290594, 0.24410000000011678, 0.2785000000001219, 0.3069000000000415, 0.33780000000001564, 0.519800000000032, 0.5532000000000608, 0.5561000000000149, 0.6569999999999254, 0.9192000000000462, 0.9678000000001248]","[0.07580000000007203, 0.19200000000000728, 0.24050000000011096, 0.24410000000011678, 0.3069000000000415, 0.4534000000001015, 0.5358000000001084, 0.5715000000000146, 0.5932000000000244, 0.6243999999999232, 0.6388999999999214, 0.6675000000000182, 0.9507000000000971, 0.9871000000000549]","[0.15030000000001564, 0.8641000000000076]","[0.25250000000005457, 0.7432000000001153, 0.8947000000000571]","[0.7916999999999916, 0.9495999999999185]","[0.02490000000011605, 0.2626000000000204, 0.3069000000000415, 0.5470000000000255, 0.7830000000001291, 0.81899999999996, 0.8810000000000855, 0.944300000000112]"
28,0,Ner,"[0.06809999999995853, 0.2278000000001157, 0.6897000000001299, 0.7719999999999345, 0.9609000000000378]","[0.05520000000001346, 0.1777999999999338, 0.23880000000008295, 0.4760000000001128, 0.5817999999999302, 0.7520999999999276, 0.8080999999999676, 0.8416999999999462, 0.8478999999999814, 0.9291000000000622, 0.9337000000000444]","[0.05819999999994252, 0.06670000000008258, 0.11529999999993379, 0.19119999999998072, 0.23749999999995453, 0.2642000000000735, 0.3089999999999691, 0.34950000000003456, 0.3750999999999749, 0.38599999999996726, 0.46640000000002146, 0.5186000000001059, 0.5272999999999683, 0.738399999999956, 0.7502999999999247, 0.8272999999999229, 0.8571999999999207, 0.9059999999999491, 0.9173000000000684, 0.9651000000001204, 0.9826000000000477]",[0.7416000000000622],"[0.04919999999992797, 0.24839999999994689, 0.27060000000005857, 0.40360000000009677, 0.6657000000000153, 0.766399999999976, 0.8442999999999756, 0.8833999999999378]",[0.34760000000005675],"[0.02130000000011023, 0.0883000000001175, 0.14879999999993743, 0.1632999999999356, 0.17430000000013024, 0.1777999999999338, 0.22309999999993124, 0.2989000000000033, 0.3750999999999749, 0.42399999999997817, 0.5548000000001139, 0.6105999999999767, 0.8397999999999683]"
29,0,Ner,"[0.2077999999999065, 0.23080000000004475, 0.3247000000001208, 0.4030999999999949, 0.6536000000000968, 0.6967999999999392, 0.7470000000000709, 0.8477000000000317]","[0.016700000000128057, 0.06600000000003092, 0.0703000000000884, 0.11419999999998254, 0.20820000000003347, 0.22050000000012915, 0.27899999999999636, 0.3625999999999294, 0.3997999999999138, 0.47700000000008913, 0.5762999999999465, 0.6601000000000568, 0.7289000000000669, 0.7355000000000018, 0.8016999999999825, 0.9218000000000757]","[0.08770000000004075, 0.11410000000000764, 0.20109999999999673, 0.26749999999992724, 0.4954999999999927, 0.5006000000000768, 0.5687000000000353, 0.5888999999999669, 0.7355999999999767, 0.7461000000000695, 0.7509000000000015, 0.7907999999999902]","[0.269800000000032, 0.4127000000000862, 0.5988999999999578, 0.9683999999999742]",[0.6813999999999396],"[0.3705999999999676, 0.7944999999999709]","[0.06060000000002219, 0.14190000000007785, 0.22319999999990614, 0.4954999999999927, 0.5006000000000768, 0.8143999999999778, 0.8480999999999312]"
30,0,Ger,"[0.2238999999999578, 0.3374999999996362, 0.4260999999996784, 0.4313999999999396, 0.4645999999997912, 0.47599999999965803, 0.5618999999996959, 0.6076999999995678, 0.8589999999999236, 0.9144999999998618]","[0.024799999999686406, 0.04219999999986612, 0.16899999999986903, 0.1966999999995096, 0.24439999999958673, 0.25749999999970896, 0.2863999999999578, 0.4060999999996966, 0.4320999999995365, 0.44319999999970605, 0.45979999999963184, 0.5280999999995402, 0.607499999999618, 0.6300999999998567, 0.6408999999998741, 0.685399999999845, 0.7158999999996922, 0.729099999999562, 0.7481999999995423, 0.7764999999999418, 0.8220999999998639, 0.8718999999996413, 0.9194999999995161, 0.9354999999995925]","[0.07889999999952124, 0.09869999999955326, 0.1400999999996202, 0.2650999999996202, 0.3516999999997097, 0.39249999999992724, 0.4646999999995387, 0.4970999999995911, 0.5182999999997264, 0.5467999999996209, 0.8148999999998523, 0.8384999999998399, 0.8842999999997119]","[0.12429999999994834, 0.2672999999995227, 0.5913999999997941, 0.9132999999997082, 0.9968999999996413]","[0.025799999999890133, 0.48509999999987485, 0.5291999999999462, 0.9255999999995765]",[0.16919999999981883],"[0.10119999999960783, 0.4697999999998501, 0.6269999999999527, 0.6416999999996733, 0.7005999999996675, 0.8993999999997868, 0.9178999999999178, 0.9430999999999585, 0.9531999999999243, 0.9903999999996813]"
31,0,Ger,"[0.39620000000013533, 0.5552999999999884, 0.9036000000000968]","[0.021700000000237196, 0.15300000000024738, 0.16420000000016444, 0.22510000000011132, 0.25090000000000146, 0.28720000000021173, 0.2932999999998174, 0.30589999999983775, 0.4428000000002612, 0.595600000000104, 0.6725999999998749, 0.7701999999999316, 0.9571999999998297, 0.9742000000001099]","[0.1386000000002241, 0.2539999999999054, 0.2849999999998545, 0.42650000000003274, 0.5758999999998196, 0.7566999999999098, 0.8452000000002045, 0.8787000000002081, 0.9052000000001499, 0.9479999999998654, 0.9704999999999018]",[],[],"[0.8582000000001244, 0.9101000000000568]","[0.1793999999999869, 0.202900000000227, 0.35350000000016735, 0.720299999999952, 0.7528999999999542, 0.8850999999999658, 0.9023000000001957, 0.975800000000163]"
32,0,Ger,"[0.06669999999940046, 0.1582999999995991, 0.3981999999996333, 0.48019999999951324, 0.7254999999995562, 0.8056999999994332]","[0.011899999999513966, 0.113999999999578, 0.20979999999963184, 0.34479999999939537, 0.4167999999995118, 0.424399999999423, 0.46319999999968786, 0.46979999999939537, 0.5212999999994281, 0.539499999999407, 0.612699999999677, 0.654599999999391, 0.887199999999666, 0.9387999999994463, 0.9481999999993604]","[0.02849999999943975, 0.32489999999961583, 0.3560999999995147, 0.37459999999964566, 0.39529999999967913, 0.46319999999968786, 0.4715999999993983, 0.6028999999994085, 0.7706999999995787, 0.8617999999996755, 0.9239999999995234, 0.9439999999995052, 0.9619999999995343]","[0.7118999999997868, 0.7397999999993772]",[0.9729999999995016],[0.3479999999995016],"[0.13499999999976353, 0.1681999999996151, 0.2247999999995045, 0.4946999999997388, 0.6874999999995453, 0.7424999999993815, 0.7705999999993765, 0.9536999999995714, 0.9819999999995161]"
33,0,Ger,"[0.13609999999971478, 0.21319999999968786, 0.48419999999941865, 0.6408999999994194, 0.9897999999993772]","[0.002899999999499414, 0.053299999999580905, 0.08139999999957581, 0.13709999999946376, 0.16759999999976571, 0.2049999999994725, 0.26839999999947395, 0.3552999999997155, 0.4982999999997446, 0.5642999999995482, 0.7084999999997308, 0.7568999999994048, 0.9387999999994463, 0.9846999999995205]","[0.02459999999973661, 0.05739999999968859, 0.31849999999940337, 0.38509999999951106, 0.39459999999962747, 0.41809999999941283, 0.4630999999994856, 0.7530999999994492, 0.7598999999995613, 0.7755999999994856, 0.8220999999994092, 0.9763999999995576, 0.9870999999993728]","[0.1586999999994987, 0.6330999999995583]","[0.457199999999375, 0.46739999999954307, 0.7077999999996791, 0.9870999999993728]",[0.7893999999996595],"[0.028299999999489955, 0.18099999999958527, 0.19789999999966312, 0.39459999999962747, 0.4046999999995933, 0.45369999999957145, 0.46299999999973807, 0.5464999999994689, 0.7598999999995613, 0.8794999999995525, 0.9403999999994994, 0.9940999999994347]"
34,0,Ger,"[0.22639999999955762, 0.4794999999994616, 0.8089999999997417, 0.8776999999995496]","[0.006299999999555439, 0.017499999999472493, 0.0896999999995387, 0.2087999999994281, 0.22029999999949723, 0.2429999999994834, 0.2512999999994463, 0.30399999999963256, 0.40329999999948996, 0.4893999999994776, 0.5018999999997504, 0.5294999999996435, 0.5407999999997628, 0.545999999999367, 0.5848999999993794, 0.6370999999994638, 0.6400999999996202, 0.6658999999995103, 0.7260999999994056, 0.7729999999996835, 0.8897999999994681, 0.9512999999997191]","[0.00559999999950378, 0.10869999999977153, 0.2793999999994412, 0.3089999999997417, 0.5294999999996435, 0.5606999999995423, 0.7775999999994383, 0.8405999999995402, 0.974699999999757]","[0.5322999999993954, 0.5487999999995736]","[0.10859999999956926, 0.226999999999407, 0.7498999999997977]","[0.48909999999978027, 0.8624999999997272, 0.916899999999714]","[0.017499999999472493, 0.03719999999975698, 0.08589999999958309, 0.2792999999996937, 0.5324999999997999, 0.5653999999994994, 0.7310999999995147, 0.8404999999997926, 0.9110999999998057]"
35,0,Iso,"[0.009900000000016007, 0.20640000000003056, 0.4315000000001419, 0.5140999999998712, 0.5688000000000102, 0.5877999999997883, 0.7874000000001615, 0.9270999999998821]","[0.005400000000008731, 0.028400000000146974, 0.11429999999973006, 0.13610000000016953, 0.23230000000012296, 0.40650000000005093, 0.4153000000001157, 0.4376999999999498, 0.4522999999999229, 0.47910000000001673, 0.5113000000001193, 0.671100000000024, 0.7600999999999658, 0.8292000000001281, 0.944300000000112, 0.9850000000001273, 0.9879000000000815]","[0.055899999999837746, 0.10739999999987049, 0.16049999999995634, 0.2165999999997439, 0.3425999999999476, 0.36380000000008295, 0.43089999999983775, 0.5594999999998436, 0.60550000000012, 0.6262000000001535, 0.8654000000001361, 0.8958999999999833, 0.92450000000008]","[0.537499999999909, 0.7489999999997963, 0.8841999999999643]","[0.1495999999997366, 0.31899999999996, 0.3816999999999098, 0.79950000000008, 0.9029000000000451]","[0.024499999999989086, 0.04109999999991487, 0.7447999999999411]","[0.09200000000009823, 0.18029999999998836, 0.2195000000001528, 0.25880000000006476, 0.513300000000072, 0.6882000000000517, 0.8227999999999156, 0.849699999999757]"
36,0,Iso,"[0.20939999999973224, 0.280699999999797, 0.5661000000000058, 0.6625999999996566]","[0.027899999999590364, 0.1534999999998945, 0.1633999999999105, 0.32029999999986103, 0.41449999999986176, 0.42479999999977736, 0.4926999999997861, 0.5805999999997766, 0.6046999999998661, 0.6138999999998305, 0.6943999999998596, 0.7453999999997905, 0.7657999999996719, 0.8635999999996784, 0.9247999999997774]","[0.26239999999961583, 0.3427999999998974, 0.4619999999999891, 0.547099999999773, 0.6161999999999352, 0.6763999999998305, 0.7239999999997053, 0.7407999999995809, 0.7479999999995925, 0.7511999999996988, 0.7777999999998428, 0.793699999999717, 0.8046999999996842, 0.8779999999997017, 0.9026999999996406, 0.9327999999995882, 0.9724999999998545]",[],"[0.20679999999993015, 0.41869999999971697]",[0.5802999999996246],"[0.1534999999998945, 0.4339999999997417, 0.6260999999999513, 0.7758999999996377]"
37,0,Iso,"[0.06659999999965294, 0.39039999999977226, 0.6193999999995867, 0.8610999999996238, 0.9379999999996471]","[0.06869999999980791, 0.13149999999950523, 0.18609999999944193, 0.2084999999997308, 0.2674999999994725, 0.2735999999995329, 0.35699999999951615, 0.3876999999997679, 0.45509999999967476, 0.5658999999996013, 0.6011999999996078, 0.7858999999994012, 0.8331999999995787, 0.9145999999996093, 0.969199999999546]","[0.3384999999993852, 0.34409999999979846, 0.39379999999937354, 0.5414999999998145, 0.6172999999994317, 0.6222999999995409, 0.6465999999995802, 0.7163999999997941, 0.7742999999995845, 0.8885999999997694, 0.9027999999993881, 0.9429999999997563, 0.994499999999789]",[0.95929999999953],"[0.4513999999994667, 0.7524999999995998, 0.7653999999997723]","[0.09569999999939682, 0.42319999999972424, 0.5362999999997555, 0.5930999999995947]","[0.18279999999958818, 0.6464999999993779, 0.6508999999996377, 0.6905999999994492, 0.7438999999994849, 0.8710999999993874]"
38,0,Iso,"[0.7960999999995693, 0.95279999999957]","[0.035099999999602005, 0.06839999999965585, 0.13149999999995998, 0.15649999999959618, 0.22460000000000946, 0.23469999999997526, 0.25979999999981374, 0.2668999999996231, 0.5448999999998705, 0.7839999999996508, 0.9104999999999563, 0.9984999999996944]","[0.03599999999960346, 0.18079999999963547, 0.33989999999994325, 0.4673999999999978, 0.5505999999995765, 0.5929999999998472, 0.6836999999995896, 0.7093999999997322, 0.7603999999996631, 0.7878999999998086, 0.8255999999996675, 0.9067000000000007]",[0.08429999999998472],[],"[0.1352999999999156, 0.5905999999999949]","[0.18069999999988795, 0.18729999999959546, 0.2025999999996202, 0.24699999999984357, 0.3478999999997541, 0.42079999999987194, 0.4424999999996544, 0.7977999999998246, 0.9103999999997541]"
39,0,Iso,"[0.25109999999995125, 0.4644999999995889, 0.613999999999578, 0.6747999999997774, 0.7440999999998894]","[0.07039999999960855, 0.1091999999998734, 0.16489999999976135, 0.17839999999978318, 0.2567999999996573, 0.3754999999996471, 0.39749999999958163, 0.4495999999999185, 0.4683999999997468, 0.6233999999999469, 0.7385999999996784, 0.7561999999998079, 0.7957999999998719, 0.8361999999997352, 0.8789999999999054, 0.8981999999996333]","[0.06069999999999709, 0.07119999999986248, 0.1091999999998734, 0.20029999999997017, 0.22339999999985594, 0.22949999999991633, 0.2626999999997679, 0.30609999999978754, 0.3557999999998174, 0.5920999999998457, 0.7975999999998749, 0.8880999999996675, 0.9145999999996093, 0.9416999999998552, 0.9692000000000007, 0.9776999999999134]","[0.09409999999979846, 0.1416999999996733, 0.15049999999973807, 0.20189999999956854, 0.7982999999999265]","[0.0027000000000043656, 0.7368999999998778, 0.9669999999996435, 0.9932999999996355]",[],"[0.049799999999777356, 0.05989999999974316, 0.22949999999991633, 0.4869999999996253, 0.6706999999996697, 0.8126999999999498, 0.9096999999997024, 0.9609999999997854]"
40,0,Far,"[0.313499999999749, 0.37609999999995125, 0.4600000000000364, 0.5317000000000007, 0.8582999999998719, 0.904700000000048]","[0.021299999999882857, 0.027399999999943248, 0.10279999999966094, 0.21900000000005093, 0.23340000000007421, 0.4566999999997279, 0.47080000000005384, 0.47659999999996217, 0.5086999999998625, 0.5493999999998778, 0.6448999999997795, 0.7070999999996275, 0.7680999999997766, 0.8838999999998123, 0.9065999999997985, 0.9571999999998297]","[0.17539999999962674, 0.18259999999963838, 0.2058999999999287, 0.3811000000000604, 0.5270000000000437, 0.7266999999997097, 0.7460999999998421, 0.7668999999996231, 0.8591999999998734, 0.9018999999998414]",[],"[0.49919999999974607, 0.9277999999999338]",[],"[0.12449999999989814, 0.20699999999987995, 0.33590000000003783, 0.5227999999997337, 0.6667999999999665]"
41,0,Far,"[0.15149999999948704, 0.3522999999995591, 0.4224999999996726, 0.7463999999995394, 0.8162999999995009, 0.9782999999997628]","[0.005899999999655847, 0.019999999999527063, 0.06999999999970896, 0.08009999999967476, 0.09389999999939391, 0.14869999999973516, 0.1887999999994463, 0.22969999999941138, 0.23619999999937136, 0.3572999999996682, 0.6314999999995052, 0.69629999999961, 0.7502999999996973, 0.8830999999995583, 0.9461999999994077, 0.990299999999479]","[0.07009999999945649, 0.09309999999959473, 0.154599999999391, 0.1900999999998021, 0.22969999999941138, 0.24329999999963547, 0.33439999999973224, 0.4952999999995882, 0.5248999999994339, 0.6583999999998014, 0.6809999999995853, 0.8040999999993801, 0.8628999999996267, 0.9733999999994012]","[0.12699999999949796, 0.15449999999964348, 0.16669999999976426, 0.17929999999978463, 0.20289999999977226, 0.222599999999602]",[0.7091999999997824],"[0.15139999999973952, 0.9355999999997948]","[0.05639999999948486, 0.18989999999939755, 0.27809999999954016, 0.3716999999996915, 0.3924999999994725, 0.4108999999994012, 0.4454999999998108, 0.596299999999701, 0.6571999999996478, 0.7852999999995518, 0.8344999999994798, 0.8518999999996595]"
42,0,Far,"[0.04879999999957363, 0.434299999999439, 0.5243999999997868, 0.6800999999995838, 0.9172999999996136]","[0.06339999999954671, 0.19099999999980355, 0.25609999999960564, 0.3198999999995067, 0.3418999999994412, 0.36879999999973734, 0.38679999999976644, 0.4017999999996391, 0.43719999999984793, 0.5027999999997519, 0.52179999999953, 0.6779999999994288, 0.7032999999996719, 0.734599999999773, 0.8503999999998086]","[0.030499999999847205, 0.09399999999959618, 0.10559999999941283, 0.13319999999976062, 0.2067999999994754, 0.21319999999968786, 0.2523999999998523, 0.29879999999957363, 0.3136999999996988, 0.38899999999966894, 0.3921999999997752, 0.42329999999947177, 0.4830999999994674, 0.6473999999998341, 0.75879999999961, 0.8427999999994427, 0.9437999999995554]","[0.4425999999994019, 0.7337999999995191]","[0.06449999999949796, 0.1054999999996653, 0.3135999999994965, 0.3478999999997541, 0.4908999999997832, 0.7199999999997999, 0.8400999999994383, 0.848899999999503]",[],"[0.007699999999658758, 0.03029999999944266, 0.22549999999955617, 0.31639999999970314, 0.39869999999973516, 0.4281999999998334, 0.48549999999977445, 0.5323999999995976, 0.5864999999994325, 0.8200999999994565]"
43,0,Far,"[0.11049999999977445, 0.1957999999999629, 0.27759999999989304, 0.4641999999998916, 0.6505999999999403, 0.8204000000000633, 0.9121000000000095]","[0.0749999999998181, 0.12849999999980355, 0.16869999999971697, 0.17659999999978027, 0.1876999999999498, 0.2060999999998785, 0.3168000000000575, 0.3329999999996289, 0.37249999999994543, 0.48769999999967695, 0.5976999999998043, 0.6340999999997621, 0.6637999999998101, 0.708299999999781, 0.878099999999904, 0.8975000000000364, 0.9505999999996675, 0.976799999999912]","[0.0009999999997489795, 0.02639999999973952, 0.1716999999998734, 0.24379999999973734, 0.3184999999998581, 0.5666999999998552, 0.5929999999998472, 0.7093999999997322, 0.7496999999998479, 0.8213999999998123, 0.8817999999996573, 0.9451999999996588, 0.9618000000000393]","[0.15689999999995052, 0.5320999999999003]",[0.5329999999999018],[0.22280000000000655],"[0.24379999999973734, 0.24749999999994543, 0.37239999999974316, 0.43309999999974025, 0.6376999999997679, 0.762199999999666, 0.793999999999869]"
44,0,Far,"[0.7058999999999287, 0.7887999999998101, 0.8633999999997286, 0.9328999999997905]","[0.1271999999999025, 0.13339999999971042, 0.19479999999975917, 0.29419999999981883, 0.3044999999997344, 0.3955999999998312, 0.4375999999997475, 0.4768999999996595, 0.4802999999997155, 0.6394000000000233, 0.6682000000000698, 0.6718999999998232, 0.7046999999997752, 0.747899999999845, 0.8492999999998574, 0.8934999999996762]","[0.005699999999706051, 0.11829999999963547, 0.13339999999971042, 0.151299999999992, 0.16669999999976426, 0.270799999999781, 0.3769999999999527, 0.47579999999970823, 0.4906999999998334, 0.5544999999997344, 0.6608999999998559, 0.8541000000000167, 0.9005999999999403]","[0.0747999999998683, 0.8862999999996646, 0.9631999999996879]","[0.005599999999958527, 0.3829999999998108, 0.3993999999997868]",[0.21529999999984284],"[0.18699999999989814, 0.25929999999971187, 0.5027000000000044, 0.5250999999998385, 0.6873000000000502, 0.6938000000000102, 0.8539999999998145, 0.9188999999996668, 0.9293999999999869]"
45,1,DatExt,"[0.07879999999977372, 0.08469999999988431, 0.5738999999998668, 0.6757999999995263, 0.776499999999487, 0.8698999999996886]","[0.017599999999674765, 0.09089999999969223, 0.11149999999952342, 0.13049999999975626, 0.13499999999976353, 0.15189999999984138, 0.19549999999981083, 0.24549999999953798, 0.3603999999995722, 0.3692999999998392, 0.37679999999954816, 0.3983999999995831, 0.4840999999996711, 0.5242999999995845, 0.5544999999997344, 0.688499999999749, 0.76949999999988, 0.7804999999998472, 0.8711999999995896, 0.9214999999994689, 0.9357999999997446]","[0.034099999999853026, 0.04769999999962238, 0.05449999999973443, 0.13059999999950378, 0.26339999999981956, 0.422099999999773, 0.4468999999994594, 0.5057999999999083, 0.5086999999998625, 0.525199999999586, 0.6374999999998181, 0.8464999999996508, 0.8711999999995896, 0.9377999999996973]",[],"[0.04949999999962529, 0.38149999999950523, 0.4922999999998865]","[0.6336999999998625, 0.7619999999997162]","[0.19319999999970605, 0.45929999999953, 0.5448999999998705, 0.6782999999995809, 0.7207999999995991, 0.785099999999602, 0.8179999999997563, 0.868199999999888]"
46,1,DatExt,"[0.36049999999977445, 0.6140999999997803, 0.6280000000001564, 0.6626000000001113, 0.7287000000001171, 0.8130999999998494]","[0.026400000000194268, 0.06890000000021246, 0.6404999999999745, 0.6687999999999192, 0.7501000000002023, 0.7847000000001572, 0.8528999999998632, 0.9468000000001666, 0.9981999999999971]","[0.012200000000120781, 0.12669999999980064, 0.19000000000005457, 0.19689999999991414, 0.34700000000020736, 0.4214000000001761, 0.46729999999979555, 0.48149999999986903, 0.511199999999917, 0.5502000000001317, 0.6028000000001157, 0.6644999999998618, 0.7361000000000786, 0.8251000000000204, 0.9778999999998632]",[0.7968000000000757],"[0.1977999999999156, 0.4212999999999738, 0.5814000000000306, 0.6525000000001455, 0.9621000000001914]",[0.25030000000015207],"[0.0019999999999527063, 0.06570000000010623, 0.1898999999998523, 0.2840000000001055, 0.3110999999998967, 0.467200000000048, 0.6347000000000662, 0.8087999999997919, 0.8162000000002081, 0.9501000000000204]"
47,1,DatExt,"[0.1438999999995758, 0.2951999999995678, 0.35419999999976426, 0.3932999999997264, 0.6283999999996013, 0.7117999999995845, 0.7973999999999251, 0.87729999999965, 0.8887999999997191, 0.9246999999995751]","[0.03919999999970969, 0.04359999999996944, 0.09379999999964639, 0.151299999999992, 0.16909999999961656, 0.28549999999995634, 0.3372999999996864, 0.3442000000000007, 0.5929999999998472, 0.6397999999999229, 0.7745999999997366, 0.8238999999998668, 0.9160999999999149]","[0.0019999999999527063, 0.01999999999998181, 0.08189999999967768, 0.10839999999961947, 0.16909999999961656, 0.19110000000000582, 0.391399999999976, 0.45699999999987995, 0.5202999999996791, 0.5435999999999694, 0.6431999999999789, 0.8184999999998581]","[0.4094000000000051, 0.6007999999997082]","[0.01989999999977954, 0.08189999999967768, 0.36029999999982465, 0.5085999999996602, 0.9433999999996558]",[0.3408999999996922],"[0.15269999999964057, 0.37179999999989377, 0.45699999999987995, 0.57779999999957, 0.596299999999701]"
48,1,DatExt,"[0.43549999999959255, 0.4843999999998232, 0.5512999999996282, 0.6997999999998683, 0.7868999999996049, 0.8683999999998377]","[0.1313000000000102, 0.14669999999978245, 0.19969999999966603, 0.29619999999977153, 0.4246999999995751, 0.43069999999988795, 0.471599999999853, 0.4796999999998661, 0.5175999999996748, 0.5209999999997308, 0.5679000000000087, 0.5831999999995787, 0.6318999999998596, 0.7274999999999636, 0.8146999999999025, 0.8395999999997912, 0.8555999999998676, 0.9808999999995649, 0.9979999999995925]","[0.17899999999963256, 0.2551999999996042, 0.3570999999997184, 0.37770000000000437, 0.4048999999999978, 0.4608999999995831, 0.559099999999944, 0.6786999999999352, 0.803899999999885, 0.9000999999998385, 0.9247999999997774, 0.9403999999999542, 0.9682999999999993]","[0.11809999999968568, 0.1271999999999025, 0.5485999999996238, 0.6514999999999418]","[0.4855999999999767, 0.9403999999999542]","[0.7539999999999054, 0.8060999999997875, 0.8457999999995991]","[0.2648999999996704, 0.2945999999997184, 0.38149999999996, 0.6348999999995613, 0.6548999999999978, 0.7703999999998814, 0.9976999999998952]"
