,label,stimuli,S1U1,S2U1,S3U1,S3U2,S4U1,S4U2,S4U3
10,0,Mal,"[0.09849999999983083, 0.11850000000004002, 0.16889999999989413, 0.27759999999989304, 0.33590000000003783, 0.36459999999988213, 0.3851999999999407, 0.48129999999991924, 0.5381999999999607, 0.6107999999999265, 0.6593000000000302, 0.6903999999999542, 0.7167999999999211, 0.8338999999998578, 0.9379999999998745, 0.9858999999999014, 0.9910999999999603, 1.0424000000000433, 1.0896000000000186, 1.1001999999998588]","[0.0031999999998788553, 0.02119999999990796, 0.12229999999999563, 0.1330000000000382, 0.20470000000000255, 0.23730000000000473, 0.2536999999999807, 0.28129999999987376, 0.4443999999998596, 0.5850000000000364, 0.6156999999998334, 0.6275000000000546, 0.6388999999999214, 0.6530999999999949, 0.6593000000000302, 0.6631999999999607, 0.6721000000000004, 0.6765000000000327, 0.7365999999999531, 0.743099999999913, 0.7526000000000295, 0.7768999999998414, 0.8538999999998396, 0.8740999999999985, 0.8899999999998727, 1.0158999999998741, 1.0558999999998377, 1.0594999999998436, 1.120300000000043, 1.1351999999999407, 1.169300000000021, 1.1761999999998807]","[0.02729999999996835, 0.25649999999996, 0.4193000000000211, 0.42899999999985994, 0.5480999999999767, 0.6325999999999112, 0.6916999999998552, 0.7481000000000222, 0.7526000000000295, 0.843599999999924, 0.8538999999998396, 0.9058999999999742, 0.9745000000000346, 1.021199999999908, 1.0355999999999312, 1.0680999999999585, 1.164199999999937]",[],"[0.3511999999998352, 0.6696999999999207, 1.196999999999889]",[0.6757000000000062],"[0.07359999999994216, 0.09580000000005384, 0.16679999999996653, 0.5165999999999258, 0.7377999999998792, 0.9743999999998323, 1.1005999999999858, 1.1469999999999345]"
11,0,Mal,"[0.03960000000006403, 0.14160000000015316, 0.31890000000021246, 0.39950000000021646, 0.471000000000231, 0.5613000000000739, 0.5971000000001823, 0.7264000000000124, 0.7781000000002223, 0.7979000000000269, 0.890400000000227, 0.9893000000001848]","[0.01840000000015607, 0.024100000000089494, 0.027200000000220825, 0.0342000000000553, 0.04270000000019536, 0.09110000000009677, 0.23410000000012587, 0.3282000000001517, 0.34120000000007167, 0.34900000000016007, 0.40410000000019863, 0.4414000000001579, 0.5066000000001623, 0.5278000000000702, 0.5521000000001095, 0.6043000000001939, 0.6311000000000604, 0.7101000000000113, 0.743900000000167, 0.7585000000001401, 0.7659000000001015, 0.7745000000002165, 0.8427000000001499, 0.9309000000000651, 1.0467000000001008, 1.1085000000000491, 1.1402000000000498]","[0.04680000000007567, 0.06250000000022737, 0.15980000000013206, 0.19580000000019027, 0.22400000000016007, 0.278400000000147, 0.36800000000016553, 0.3909000000001015, 0.4519000000000233, 0.6575000000000273, 0.7710000000001855, 0.9038000000000466, 0.9574000000002343, 1.0427000000001954, 1.1264000000001033, 1.1455000000000837]","[0.06490000000007967, 0.6798000000001139, 0.7536000000002332, 0.8674000000000888, 1.1252000000001772]","[0.21610000000009677, 0.2399000000000342, 0.3907000000001517, 0.4226000000001022]","[0.062200000000075306, 0.4193000000000211, 0.4530000000002019, 0.997300000000223]","[0.012200000000120781, 0.16620000000011714, 0.1956000000000131, 0.263700000000199, 0.2964000000001761, 0.318000000000211, 0.36390000000005784, 0.576200000000199, 0.6289000000001579, 0.9037000000000717, 1.0426000000002205, 1.112300000000232]"
12,0,Mal,"[0.03399999999987813, 0.22309999999993124, 0.35199999999986176, 0.39809999999988577, 0.4805999999998676, 0.5745999999999185, 0.6151999999999589, 0.713799999999992, 0.7248999999999342, 0.7714999999998327, 0.9290999999998348, 0.9740999999999076, 1.0317000000000007, 1.138400000000047]","[0.04129999999986467, 0.06399999999985084, 0.06909999999993488, 0.08939999999984138, 0.2140999999999167, 0.3469000000000051, 0.3574999999998454, 0.37639999999987594, 0.4281999999998334, 0.5014999999998508, 0.5473999999999251, 0.560799999999972, 0.5821999999998297, 0.5904000000000451, 0.5979999999999563, 0.6209999999998672, 0.989699999999857, 0.9976999999998952, 1.0186999999998534, 1.1325999999999112, 1.1735999999998512]","[0.12369999999987158, 0.2868999999998323, 0.3088999999999942, 0.358600000000024, 0.38819999999986976, 0.39249999999992724, 0.4281999999998334, 0.4962000000000444, 0.501399999999876, 0.5933999999999742, 0.7179999999998472, 0.7899999999999636, 0.9652999999998428, 0.9773000000000138, 0.9851999999998498]","[0.3853999999998905, 0.39649999999983265, 1.1661999999998898, 1.1824999999998909]","[0.31559999999990396, 0.501299999999901, 0.6814999999999145, 0.7121999999999389, 1.1118999999998778]","[0.007699999999886131, 0.9334999999998672]","[0.0929999999998472, 0.23669999999992797, 0.265999999999849, 0.5285999999998694, 0.6046999999998661, 0.720299999999952, 0.7729999999999109, 0.8320999999998548, 0.890999999999849, 0.9895999999998821, 1.0285999999998694, 1.0975999999998294]"
13,0,Mal,"[0.01799999999980173, 0.23529999999982465, 0.26519999999982247, 0.3307999999999538, 0.3345999999999094, 0.4261999999998807, 0.46899999999982356, 0.5863999999999123, 0.6272999999998774, 0.6608999999998559, 0.894399999999905, 0.9705999999998767, 1.0220999999999094, 1.0746999999998934]","[0.1812999999999647, 0.18429999999989377, 0.1957999999999629, 0.23669999999992797, 0.24989999999979773, 0.4261999999998807, 0.5734999999999673, 0.5963999999999032, 0.6111999999998261, 0.6278999999999542, 0.6363999999998668, 0.663899999999785, 0.7003999999999451, 0.987999999999829, 0.9949999999998909, 1.0085999999998876, 1.0382999999999356, 1.115099999999984, 1.1790999999998348]","[0.03819999999996071, 0.047499999999899956, 0.14089999999987413, 0.16999999999984539, 0.2422999999998865, 0.2805999999998221, 0.2904999999998381, 0.37249999999994543, 0.5396999999998116, 0.5720999999998639, 0.7501999999999498, 0.7919999999999163, 1.0459999999998217, 1.1388999999999214]","[0.11959999999999127, 0.12839999999982865, 0.1797999999998865, 0.7182999999999993, 0.8129999999998745]","[0.3553999999999178, 0.3792999999998301]","[0.6647999999997865, 0.6712999999999738]","[0.03809999999998581, 0.15919999999982792, 0.16459999999983665, 0.24989999999979773, 0.46669999999994616, 0.5066999999999098, 0.5749999999998181, 0.7016999999998461, 0.8043999999999869, 0.8379999999999654, 0.8830999999997857, 0.945299999999861, 1.0285999999998694, 1.0458999999998468]"
14,0,Mal,"[0.03459999999995489, 0.1452999999999065, 0.20049999999991996, 0.23949999999990723, 0.32809999999994943, 0.37839999999982865, 0.5250999999998385, 0.5936999999998989, 0.6315999999999349, 0.9158999999999651, 1.1447999999998046]","[0.05969999999979336, 0.11230000000000473, 0.15659999999979846, 0.16239999999993415, 0.17709999999988213, 0.2360999999998512, 0.3050999999998112, 0.3710999999998421, 0.49479999999994106, 0.5199999999999818, 0.6202999999998156, 0.6235999999998967, 0.6531999999999698, 0.6627999999998337, 0.7253999999998086, 0.7441999999998643, 0.7502999999999247, 0.7592999999999392, 0.907799999999952, 0.9267999999999574, 1.0373999999999342, 1.157699999999977, 1.1859999999999218]","[0.09539999999992688, 0.3204999999998108, 0.34849999999983083, 0.354799999999841, 0.37419999999997344, 0.3990999999998621, 0.4540999999999258, 0.4701999999999771, 0.5117999999999938, 0.7374999999999545, 0.876399999999876, 0.918999999999869, 0.9267999999999574, 1.070299999999861, 1.0815000000000055, 1.1088999999999487]","[0.05249999999978172, 0.15239999999994325, 0.2925999999999931, 0.3894999999999982, 0.407799999999952, 0.6108999999999014, 0.6509999999998399, 0.6761999999998807, 0.7104999999999109]","[0.07649999999989632, 1.1335999999998876, 1.1611999999997806]",[0.8118999999999232],"[0.09539999999992688, 0.33819999999991524, 0.3809999999998581, 0.4562999999998283, 0.47729999999978645, 0.7916999999999916, 0.8403999999998177, 0.876299999999901, 0.8993999999997868, 0.9482999999997901, 0.9946999999999662, 1.014299999999821, 1.0815999999999804, 1.0924999999999727]"
15,0,Myr,"[0.04680000000007567, 0.13970000000006166, 0.19170000000008258, 0.26670000000001437, 0.4234000000000151, 0.5018999999999778, 0.5790000000000646, 0.6571999999999889, 0.7438000000000784, 0.9060000000000628, 1.067600000000084, 1.1274000000000797]","[0.003300000000081127, 0.045500000000060936, 0.12860000000000582, 0.13959999999997308, 0.15210000000001855, 0.16050000000007003, 0.27480000000002747, 0.29939999999999145, 0.4714999999999918, 0.545400000000086, 0.5497000000000298, 0.5697000000000116, 0.6240000000000236, 0.7490000000000236, 0.7787000000000717, 0.8178000000000338, 0.8472000000000435, 0.9139000000000124, 0.9791999999999916, 1.009300000000053, 1.098100000000045, 1.1009000000000242, 1.1073999999999842, 1.152900000000045]","[0.0018000000000029104, 0.007400000000075124, 0.11930000000006658, 0.13959999999997308, 0.22690000000000055, 0.2927000000000817, 0.3201999999999998, 0.37599999999997635, 0.5554000000000769, 0.6102000000000771, 0.6365000000000691, 0.6542000000000598, 0.7276000000000522, 0.7770000000000437, 0.7834000000000287, 0.8472000000000435, 0.9743000000000848, 0.9961000000000695, 1.1153000000000475, 1.1882000000000517]","[0.2844000000000051, 0.48099999999999454]","[0.03710000000000946, 0.40200000000004366]","[0.6390999999999849, 1.1648000000000138]","[0.044899999999984175, 0.07380000000000564, 0.08360000000004675, 0.1793999999999869, 0.24869999999998527, 0.3753000000000384, 0.39160000000003947, 0.6012000000000626, 0.6108000000000402, 0.7051999999999907, 0.768100000000004, 0.7770000000000437, 0.7870000000000346, 0.8471000000000686, 0.8872000000000071, 1.0559000000000651, 1.080600000000004]"
16,0,Myr,"[0.06510000000002947, 0.13990000000001146, 0.22100000000000364, 0.22400000000004638, 0.3673000000000002, 0.6096000000000004, 0.775600000000054, 0.8573000000000093, 0.9275000000000091, 0.9744000000000597, 1.0754000000000588, 1.0815000000000055]","[0.06700000000000728, 0.07960000000002765, 0.12310000000002219, 0.13199999999994816, 0.15430000000003474, 0.1711999999999989, 0.21019999999998618, 0.3888000000000602, 0.4412999999999556, 0.511600000000044, 0.5367999999999711, 0.5616999999999734, 0.735300000000052, 0.8094999999999573, 0.9625999999999522, 0.96550000000002, 0.9833999999999605, 0.9922000000000253, 1.0061000000000604, 1.023900000000026, 1.0768000000000484, 1.102800000000002, 1.1135000000000446, 1.132600000000025, 1.1920000000000073]","[0.06709999999998217, 0.14620000000002165, 0.1973000000000411, 0.2618999999999687, 0.27499999999997726, 0.3947000000000571, 0.508199999999988, 0.5248000000000275, 0.5357000000000198, 0.6060999999999694, 0.6720000000000255, 0.8242000000000189, 0.8832999999999629, 0.8972999999999729, 0.967200000000048, 1.000599999999963, 1.0605000000000473, 1.1326999999999998, 1.1692000000000462]",[],"[0.2758000000000038, 0.3947000000000571, 0.4255000000000564, 0.8832999999999629, 0.995900000000006, 1.0067999999999984]","[0.3080999999999676, 0.4128000000000611, 0.7423999999999751, 1.0919000000000096]","[0.046399999999948704, 0.13450000000000273, 0.17589999999995598, 0.3895999999999731, 0.5356000000000449, 0.6344000000000278, 0.7110999999999876, 0.8157999999999674, 0.8228000000000293, 0.8500000000000227, 0.8596000000000004, 0.96550000000002, 1.0176999999999907, 1.0235999999999876, 1.0585999999999558, 1.0856999999999744]"
17,0,Myr,"[0.4476000000000795, 0.624300000000062, 0.6647000000000389, 0.7035000000000764, 0.7973000000000638, 0.9787000000000035, 1.1474000000000615]","[0.05690000000004147, 0.0967000000000553, 0.18880000000001473, 0.2196999999999889, 0.23320000000001073, 0.2683000000000675, 0.2986000000000786, 0.4479000000000042, 0.5126000000000204, 0.6555000000000746, 0.6987000000000307, 0.7168000000000347, 0.8949999999999818, 0.942600000000084, 0.9912000000000489, 1.0013000000000147, 1.0926000000000613, 1.1476999999999862, 1.1818000000000666]","[0.038300000000049295, 0.06540000000006785, 0.219600000000014, 0.24850000000003547, 0.27150000000006, 0.3789000000000442, 0.4794000000000551, 0.5830000000000837, 0.6716000000000122, 0.7825000000000273, 0.8006000000000313, 0.8063000000000784, 0.8459000000000287, 0.9301000000000386, 0.9568000000000438, 1.0255000000000791, 1.1639999999999873]","[0.04910000000006676, 0.1972000000000662, 0.23880000000008295, 0.2887000000000626, 0.4196000000000595, 0.8881999999999834, 0.9750000000000227, 0.9880000000000564]","[0.04219999999997981, 0.35770000000002256, 0.3713000000000193, 0.61850000000004, 0.6715000000000373, 0.7321000000000595, 0.8078000000000429]",[],"[0.18490000000008422, 0.20510000000001583, 0.23890000000005784, 0.4273000000000593, 0.45150000000001, 0.5378000000000611, 0.5466999999999871, 0.7825000000000273, 0.8191000000000486, 0.8586999999999989, 1.1153000000000475, 1.1843999999999824]"
18,0,Myr,"[0.2780999999999949, 0.352800000000002, 0.42430000000001655, 0.5059999999999718, 0.7672999999999774, 0.7880999999999858, 0.8496000000000095, 0.9388000000000147, 1.109199999999987]","[0.14850000000001273, 0.27089999999998327, 0.3286000000000513, 0.33550000000002456, 0.36779999999998836, 0.39020000000004984, 0.5252000000000407, 0.5359000000000833, 0.5670000000000073, 0.5720000000000027, 0.5964000000000169, 0.6316000000000486, 0.6680999999999813, 0.7068000000000438, 0.7522000000000162, 0.8220999999999776, 1.0153999999999996, 1.025600000000054, 1.0634000000000015, 1.1626999999999725, 1.1777000000000726, 1.1934999999999718]","[0.11270000000001801, 0.3227000000000544, 0.33540000000004966, 0.4070000000000391, 0.4511999999999716, 0.516399999999976, 0.5217000000000098, 0.5383000000000493, 0.6702000000000226, 0.6795000000000755, 0.733600000000024, 0.7384000000000697, 0.7968000000000757, 0.8752000000000635, 0.8824000000000751, 0.9349000000000842, 1.0203000000000202, 1.0466000000000122, 1.1532000000000835]","[0.09040000000004511, 0.35930000000007567, 0.7490999999999985, 0.8824000000000751]","[0.10710000000005948, 0.15150000000005548, 0.7352000000000771, 0.744199999999978]","[0.10090000000002419, 0.6574000000000524, 0.67349999999999]","[0.1449000000000069, 0.31520000000000437, 0.3344000000000733, 0.3648000000000593, 0.5216000000000349, 0.5534000000000106, 0.7490999999999985, 0.7873000000000729, 0.8000000000000682, 0.8899000000000115, 1.0465000000000373, 1.1648000000000138, 1.172900000000027]"
19,0,Myr,"[0.11419999999998254, 0.12199999999995725, 0.29930000000001655, 0.46910000000002583, 0.5000999999999749, 0.7229999999999563, 0.8161999999999807, 0.9669999999999845, 1.0324000000000524]","[0.02909999999997126, 0.06069999999999709, 0.09630000000004202, 0.2536999999999807, 0.33749999999997726, 0.35019999999997253, 0.4234000000000151, 0.5412999999999784, 0.5565000000000282, 0.6780999999999722, 0.7063000000000557, 0.93100000000004, 0.9391000000000531, 0.9791999999999916, 1.0161000000000513, 1.0955999999999904, 1.1319999999999482, 1.1930999999999585]","[0.004900000000020555, 0.04619999999999891, 0.05679999999995289, 0.11410000000000764, 0.16300000000001091, 0.26089999999999236, 0.28880000000003747, 0.30380000000002383, 0.3925000000000409, 0.40589999999997417, 0.47670000000005075, 0.6313999999999851, 0.6713999999999487, 0.8817000000000235, 0.9167999999999665]","[0.057900000000017826, 0.2518000000000029, 0.37369999999998527, 0.3790000000000191, 0.5661000000000058, 0.5792000000000144, 0.5964000000000169, 0.7608000000000175]",[0.8120999999999867],[0.21410000000003038],"[0.1248000000000502, 0.47649999999998727, 0.5394000000000005, 0.6240999999999985, 0.7065000000000055, 1.0814000000000306, 1.135599999999954]"
20,0,Lin,"[0.1813999999999396, 0.2583999999999378, 0.33740000000011605, 0.36959999999999127, 0.4415000000001328, 0.5963000000001557, 0.6380000000001473, 0.6727000000000771, 0.7045000000000528, 0.7078000000001339, 0.7110999999999876, 0.9510999999999967, 1.0341000000000804, 1.1777999999999338, 1.1893999999999778]","[0.016700000000128057, 0.03650000000016007, 0.061599999999998545, 0.09720000000015716, 0.3223000000000411, 0.3287000000000262, 0.33560000000011314, 0.5043000000000575, 0.5268000000000939, 0.5407000000000153, 0.5900000000001455, 0.6027000000001408, 0.6340999999999894, 0.6539999999999964, 0.6983000000000175, 0.7026000000000749, 0.7075999999999567, 0.7177000000001499, 0.7726000000000113, 0.8985000000000127, 0.9149999999999636, 1.0049000000001342, 1.0860000000000127, 1.151200000000017]","[0.08349999999995816, 0.0945000000001528, 0.16360000000008768, 0.27660000000014406, 0.5304000000000997, 0.5898999999999432, 0.6463000000001102, 0.75649999999996, 0.8657000000000608, 0.9002000000000407, 0.936100000000124, 1.0095000000001164, 1.07100000000014, 1.1019000000001142, 1.159400000000005]","[0.06340000000000146, 0.9553000000000793]","[0.06349999999997635, 0.08899999999994179, 0.14400000000000546, 0.5302000000001499, 0.6041000000000167, 0.7395000000001346, 0.9028000000000702, 1.106800000000021]",[1.0356000000001586],"[0.05410000000006221, 0.195699999999988, 0.3608000000001539, 0.3711000000000695, 0.37760000000002947, 0.40229999999996835, 0.5172999999999774, 0.5622000000000753, 0.9285999999999603, 0.9989000000000487, 1.1777999999999338]"
21,0,Lin,"[0.12159999999994398, 0.18389999999999418, 0.2618999999999687, 0.33819999999991524, 0.5561000000000149, 0.5846999999998843, 0.6050999999999931, 0.6125999999999294, 0.6236999999998716, 0.6474000000000615, 0.6727000000000771, 0.6820000000000164, 0.6920999999999822, 0.6964000000000397, 0.7208000000000538, 0.7311999999999443, 0.7490999999999985, 0.7798999999999978, 0.8215999999999894, 0.849999999999909, 0.8881999999998698, 0.9729999999999563, 0.9805999999998676, 1.1752999999998792]","[0.010600000000067666, 0.03929999999991196, 0.17390000000000327, 0.1955000000000382, 0.22109999999997854, 0.2817000000000007, 0.2903999999998632, 0.30559999999991305, 0.31340000000000146, 0.36380000000008295, 0.41010000000005675, 0.48270000000002256, 0.4856999999999516, 0.5181999999999789, 0.5474999999999, 0.5650000000000546, 0.5732000000000426, 0.5803000000000793, 0.5961999999999534, 0.6132999999999811, 0.661200000000008, 0.6798999999998614, 0.7015999999998712, 0.7083999999999833, 0.7155999999999949, 0.7209000000000287, 0.7392999999999574, 0.7474999999999454, 0.8098999999999705, 0.8242000000000189, 0.9022999999999683, 1.144399999999905, 1.1895999999999276]","[0.11239999999997963, 0.3709999999998672, 0.4964999999999691, 0.5125000000000455, 0.5383999999999105, 0.5552999999999884, 0.5649000000000797, 0.6187999999999647, 0.7208000000000538, 0.7899999999999636, 0.8477000000000317, 0.8684000000000651, 0.9049999999999727, 1.0085999999998876, 1.0308999999999742, 1.0634000000000015]","[0.43209999999999127, 0.5572999999999411, 0.5692999999998847, 0.5832000000000335, 0.5990999999999076, 0.6141999999999825, 0.6199999999998909, 0.632799999999861, 0.6371999999998934, 0.6430000000000291, 0.6494000000000142, 0.656099999999924, 0.6719000000000506, 0.6820000000000164, 0.6904999999999291, 0.7997000000000298, 0.863800000000083, 0.9903999999999087]","[0.005699999999933425, 0.021399999999857755, 0.22260000000005675, 0.832300000000032, 1.0084999999999127]","[0.3668999999999869, 0.9378999999998996, 0.9451999999998861, 1.1614999999999327]","[0.11950000000001637, 0.2947999999998956, 0.34159999999997126, 0.44839999999999236, 0.5647999999998774, 0.5937999999998738, 0.6662999999998647, 0.7207000000000789, 0.7997000000000298, 0.8541000000000167, 0.9751999999998588, 1.0815000000000055, 1.1375000000000455]"
22,0,Lin,"[0.11310000000003129, 0.24610000000006949, 0.29529999999999745, 0.3423000000000229, 0.40879999999992833, 0.5259000000000924, 0.5785000000000764, 0.59050000000002, 0.6144999999999072, 0.6539999999999964, 0.6932999999999083, 0.7252000000000862, 0.731899999999996, 0.9909999999999854, 1.0752999999999702]","[0.013500000000021828, 0.05340000000001055, 0.07829999999989923, 0.15550000000007458, 0.27350000000001273, 0.32950000000005275, 0.3868999999999687, 0.4208000000000993, 0.5859000000000378, 0.633199999999988, 0.7197000000001026, 0.7934999999999945, 0.8096000000000458, 0.8325999999999567, 0.9319000000000415, 0.977100000000064, 1.0170000000000528, 1.040899999999965, 1.0728999999998905, 1.1093000000000757, 1.1242999999999483, 1.1563000000001011, 1.165899999999965, 1.1853000000000975]","[0.013500000000021828, 0.03449999999997999, 0.044599999999945794, 0.1433999999999287, 0.15259999999989304, 0.23060000000009495, 0.3346999999998843, 0.35349999999994, 0.38560000000006767, 0.5002999999999247, 0.5195000000001073, 0.8062999999999647, 0.8327999999999065, 0.9365000000000236, 1.065499999999929, 1.0715999999999894, 1.1243999999999232, 1.1585000000000036, 1.161299999999983]","[0.4110000000000582, 0.879799999999932, 0.9711999999999534]","[0.05330000000003565, 0.45689999999990505, 0.4919999999999618, 0.518100000000004, 0.6639999999999873, 0.7661000000000513, 0.8095000000000709]",[],"[0.03459999999995489, 0.0987999999999829, 0.14589999999998327, 0.23949999999990723, 0.24430000000006658, 0.2908999999999651, 0.5328999999999269, 0.597400000000107, 0.6784999999999854, 0.7720999999999094, 0.8325999999999567, 0.8752999999999247, 0.9395999999999276, 1.0546999999999116, 1.1122000000000298, 1.161299999999983]"
23,0,Lin,"[0.01710000000002765, 0.20450000000005275, 0.28559999999993124, 0.366800000000012, 0.5434999999999945, 0.5799999999999272, 0.6060999999999694, 0.6291000000001077, 0.6457000000000335, 0.6567000000000007, 0.7135000000000673, 0.7657999999998992, 0.9175000000000182, 1.1404999999999745]","[0.2137000000000171, 0.24669999999991887, 0.25129999999990105, 0.30169999999998254, 0.39809999999988577, 0.4596999999998843, 0.48959999999988213, 0.527599999999893, 0.6009999999998854, 0.6059999999999945, 0.6221000000000458, 0.6264000000001033, 0.6369999999999436, 0.6774000000000342, 0.6963000000000648, 0.7099000000000615, 0.7337999999999738, 0.7479000000000724, 0.7558999999998832, 0.7592999999999392, 0.8679999999999382, 0.9820999999999458, 1.0708999999999378, 1.124900000000025, 1.1338000000000648]","[0.09009999999989304, 0.16020000000003165, 0.24129999999991014, 0.41660000000001673, 0.44299999999998363, 0.4635000000000673, 0.4802999999999429, 0.5192999999999302, 0.5949000000000524, 0.5978000000000065, 0.6801000000000386, 0.7771999999999935, 0.9874999999999545, 1.009800000000041, 1.0529999999998836, 1.126700000000028]","[0.2056999999999789, 0.2615000000000691, 0.6221000000000458, 0.6368999999999687, 0.6409000000001015, 0.6651999999999134, 0.6764000000000578, 0.7003999999999451, 0.7507000000000517, 0.8589999999999236]","[0.47100000000000364, 0.9632999999998901, 1.1035999999999149]",[0.46499999999991815],"[0.4416000000001077, 0.45810000000005857, 0.4802999999999429, 0.5191999999999553, 0.5812000000000808, 0.6249000000000251, 0.6700000000000728, 0.7630999999998949, 0.7771000000000186, 1.1112000000000535, 1.148300000000063, 1.152900000000045]"
24,0,Lin,"[0.05870000000004438, 0.09950000000003456, 0.1449000000000069, 0.14769999999998618, 0.22839999999996508, 0.29980000000000473, 0.3167000000000826, 0.4148000000000138, 0.49900000000002365, 0.5749000000000706, 0.5881999999999152, 0.6496999999999389, 0.6963000000000648, 0.7225000000000819, 0.7636999999999716, 0.7789000000000215, 0.9598000000000866, 1.121599999999944]","[0.016699999999900683, 0.026499999999941792, 0.031400000000076034, 0.09580000000005384, 0.10050000000001091, 0.11760000000003856, 0.18669999999997344, 0.23240000000009786, 0.2800999999999476, 0.40059999999994034, 0.40889999999990323, 0.48080000000004475, 0.5217999999999847, 0.5259000000000924, 0.6036999999998898, 0.6520000000000437, 0.6755000000000564, 0.703899999999976, 0.7159999999998945, 0.7444000000000415, 0.7601999999999407, 0.7720999999999094, 0.7760000000000673, 0.7816000000000258, 0.8290999999999258, 0.99350000000004, 1.1766999999999825, 1.1850999999999203]","[0.04989999999997963, 0.06369999999992615, 0.1510000000000673, 0.22139999999990323, 0.2659000000001015, 0.2723000000000866, 0.3444999999999254, 0.36410000000000764, 0.42419999999992797, 0.5606000000000222, 0.5868000000000393, 0.6521000000000186, 0.6714999999999236, 0.6858999999999469, 0.7637999999999465, 0.8016999999999825, 0.9460999999998876, 0.9654000000000451, 1.1184000000000651, 1.158200000000079, 1.1811999999999898]","[0.30500000000006366, 0.6250999999999749, 0.838799999999992, 0.8786999999999807, 0.9333999999998923, 0.9570000000001073]","[0.027700000000095315, 0.7906000000000404, 0.8955000000000837, 1.1225999999999203]","[0.5481999999999516, 0.9810999999999694, 1.0991999999998825]","[0.13660000000004402, 0.22029999999995198, 0.27539999999999054, 0.3629000000000815, 0.42249999999989996, 0.5247999999999138, 0.5867000000000644, 0.9924000000000888, 1.0882999999998901, 1.118099999999913, 1.1938000000000102]"
25,0,Ner,"[0.08799999999996544, 0.1066000000000713, 0.1410000000000764, 0.1790000000000873, 0.1937000000000353, 0.3063999999999396, 0.603800000000092, 0.6440000000000055, 0.667699999999968, 0.6731999999999516, 0.6775000000000091, 0.7436000000000149, 0.9850000000001273, 1.0090000000000146, 1.059099999999944, 1.1042999999999665, 1.1261999999999261]","[0.006399999999985084, 0.011500000000069122, 0.06510000000002947, 0.09930000000008476, 0.15450000000009823, 0.1954000000000633, 0.20610000000010587, 0.25109999999995125, 0.3406999999999698, 0.3706999999999425, 0.37809999999990396, 0.4114999999999327, 0.4418000000000575, 0.4535000000000764, 0.49279999999998836, 0.5994000000000597, 0.6340000000000146, 0.6501000000000658, 0.6822999999999411, 0.7213999999999032, 0.7419999999999618, 0.811200000000099, 0.8359000000000378, 0.9048999999999978, 0.908100000000104, 0.9964999999999691, 1.0668000000000575, 1.096900000000005, 1.113399999999956, 1.1548999999999978]","[0.07179999999993925, 0.1955000000000382, 0.2397000000000844, 0.44650000000001455, 0.6315999999999349, 0.6382000000000971, 0.8949999999999818, 0.9202000000000226, 1.0790999999999258]",[0.20630000000005566],"[0.18470000000002074, 0.2239999999999327, 0.7961999999999989, 0.9078999999999269]",[],"[0.06829999999990832, 0.1954000000000633, 0.2597000000000662, 0.3045999999999367, 0.36750000000006366, 0.4076000000000022, 0.6231999999999971, 0.6381000000001222, 0.7523000000001048, 0.8102000000001226, 0.824100000000044, 0.9370000000001255, 0.9484999999999673, 1.0009999999999764, 1.0597999999999956, 1.121599999999944, 1.1266000000000531, 1.1631999999999607]"
26,0,Ner,"[0.6244000000001506, 0.6287999999999556, 0.6702999999999975, 0.7699999999999818, 0.842200000000048, 0.9209000000000742, 0.9873000000000047, 1.0166000000001532, 1.1929000000000087]","[0.18200000000001637, 0.1953000000000884, 0.26500000000010004, 0.29520000000002256, 0.43420000000014625, 0.5152000000000498, 0.5308999999999742, 0.5815000000000055, 0.5867000000000644, 0.6518000000000939, 0.6898000000001048, 0.7460000000000946, 0.774900000000116, 0.8285000000000764, 0.9375, 0.9900000000000091, 1.1456000000000586]","[0.11590000000001055, 0.18319999999994252, 0.2858000000001084, 0.33609999999998763, 0.3910000000000764, 0.5932999999999993, 0.6016999999999371, 0.783100000000104, 0.8646000000001095, 0.9395999999999276, 0.9679000000000997, 1.0174999999999272, 1.0921000000000731, 1.0978000000000065, 1.1419000000000779, 1.1456000000000586, 1.1657999999999902, 1.1940999999999349]",[0.839200000000119],"[0.2096000000001368, 1.0014000000001033, 1.146600000000035]","[0.41460000000006403, 0.5951999999999771]","[0.035700000000133514, 0.0644999999999527, 0.14670000000000982, 0.2822000000001026, 0.2998999999999796, 0.35990000000015243, 0.5545999999999367, 0.7610999999999422, 0.8212000000000899, 0.839200000000119, 0.8808000000001357, 0.9434000000001106, 1.1390000000001237]"
