,label,stimuli,S1U1,S2U1,S2U2,S2U3,S2U4,S2U5,S3U1,S3U2,S4U1,S1U2,S1U3,S3U3
10,0,Mal,"[0.08479999999963184, 0.31559999999990396, 0.32199999999966167, 0.3775999999998021, 0.5338999999999032, 0.6455999999998312, 0.7467999999998938]","[0.06899999999950523, 0.10599999999976717, 0.11629999999968277, 0.1216999999996915, 0.12579999999979918, 0.12889999999970314, 0.14909999999963475, 0.17859999999973297, 0.19639999999981228, 0.2108999999995831, 0.22189999999955035, 0.25309999999990396, 0.26189999999951397, 0.3101999999998952, 0.6603999999997541, 0.6690999999996166, 0.6784999999995307, 0.6926999999996042, 0.7039999999997235, 0.7271999999998116, 0.7637999999997191, 0.7894999999998618, 0.8107999999997446, 0.8533999999995103, 0.8835999999996602, 0.9085999999997512, 0.9401999999995496, 1.0454999999997199]",[],"[0.533799999999701, 0.5515999999997803, 0.6213999999995394, 0.7148999999994885, 0.7853999999997541]","[0.17099999999982174, 0.49619999999958964, 0.5987999999997555, 0.6060999999995147, 0.6143999999999323, 0.6377999999995154, 0.6527999999998428, 0.7326999999995678, 0.757499999999709, 0.774199999999837, 0.8220999999998639, 0.836699999999837, 0.8650999999995292, 0.8909999999996217, 0.9726999999998043, 1.0037999999995009, 1.0687999999995554]",[],"[0.1495999999997366, 0.7326999999995678]",[],[],"[0.33219999999982974, 0.791899999999714]","[0.5995999999995547, 0.6254999999996471]","[0.012299999999868305, 0.05029999999987922, 0.12799999999970169, 0.6769999999996799, 0.6951999999996588, 0.7250999999996566]"
11,0,Mal,"[0.08859999999958745, 0.42899999999963256]","[0.6138999999998305, 0.6294999999995525, 0.6525999999994383, 0.6688999999996668, 0.7605999999996129, 0.7731999999996333, 0.7931999999996151, 0.7985999999996238, 0.8221999999996115, 1.0128999999997177]",[],[0.7781999999997424],"[0.6008999999994558, 0.6176999999997861, 0.6262999999994463, 0.6443999999996777, 0.6794999999997344, 0.6847999999995409, 0.6994999999997162, 0.7352999999998246, 0.7453999999997905, 0.7486999999996442, 0.7658999999998741, 0.8684999999995853, 0.8886999999995169, 0.9984999999996944, 1.0912999999995918]",[1.182999999999538],[],"[0.26459999999951833, 0.3153999999994994]","[0.04999999999972715, 0.7926999999995132]","[0.7733999999995831, 0.7765999999996893]","[0.08059999999977663, 0.0957999999995991, 0.10989999999947031]","[0.3839999999995598, 0.7926999999995132]"
12,0,Mal,"[0.20730000000003201, 0.22929999999996653, 0.24890000000004875, 0.2581999999997606, 0.2644999999997708, 0.28789999999980864, 0.3865000000000691, 0.395799999999781, 0.40459999999984575, 0.4094000000000051, 0.4981999999999971, 0.7624000000000706]","[0.5515999999997803, 0.6696999999999207, 0.6875, 0.7011999999999716, 0.7229999999999563, 0.7318999999997686, 0.7998999999999796, 0.806999999999789, 0.8316999999997279, 0.8384999999998399]",[],[],"[0.2555999999999585, 0.5679999999997563, 0.6322999999997592, 0.6579999999999018, 0.7276999999999134, 0.7691999999997279, 0.7833000000000538, 0.8832999999999629, 0.9630999999999403]","[0.3065999999998894, 0.3105000000000473, 0.7179999999998472, 0.7651000000000749]",[1.037199999999757],[],[],[],"[0.2721000000001368, 0.2829999999999018, 0.31639999999970314, 0.4212999999999738, 0.43879999999990105, 0.5070000000000618, 0.5443000000000211, 0.5588999999999942, 0.5958999999998014, 0.6107999999999265, 0.6277999999997519, 0.642399999999725, 0.6536999999998443, 0.6669999999999163, 0.6803999999997359]","[0.11810000000014043, 0.1516999999998916, 0.1880999999998494, 0.7012999999997191, 0.8521999999998116, 1.070299999999861]"
13,0,Mal,[0.17859999999973297],"[0.6229999999995925, 0.6514999999999418, 0.6791999999995824, 0.6824999999998909, 0.7189999999995962, 0.777599999999893, 0.813499999999749]",[],"[0.407799999999952, 0.6724999999996726, 0.7309999999997672, 0.7351999999996224, 0.772099999999682]","[0.6131999999997788, 0.744499999999789, 0.7878999999998086, 0.8514000000000124, 0.9289999999996326, 0.9813999999996668, 1.0212999999998829]","[0.39649999999983265, 0.41269999999985885, 0.49749999999994543]","[0.18559999999979482, 0.6594999999997526]",[],[1.0911999999998443],[],"[0.020099999999729334, 0.047999999999774445, 0.06029999999964275, 0.06659999999965294, 0.11669999999958236, 0.12249999999994543, 0.5411999999996624, 0.5475999999998749, 0.57129999999961, 0.5817999999999302, 0.5976999999998043, 0.6123999999999796, 0.6328999999996086]","[0.07679999999982101, 0.13339999999971042, 0.8153999999999542, 0.8269000000000233, 0.8454999999999018, 1.125699999999597]"
14,0,Mal,"[0.23719999999957508, 0.2852999999995518, 0.3556999999996151, 0.35889999999972133, 0.39449999999987995, 0.4042999999996937, 0.5102999999994609, 0.534099999999853, 0.574699999999666, 0.6113999999997759, 0.6607999999996537, 0.6940999999997075, 0.7240999999994528, 0.7298999999998159, 0.7473999999997432, 0.7579999999998108, 0.8653999999996813]","[0.44699999999966167, 0.5240999999996347, 0.5927999999994427, 0.609599999999773, 0.6280999999994492, 0.6354999999998654, 0.6425999999996748, 0.6684999999997672, 0.6713999999997213, 0.6759999999994761, 0.6800999999995838, 0.6835999999998421, 0.7291999999997643, 0.7343999999998232, 0.7453999999997905, 0.767399999999725, 0.7869999999998072, 0.7917999999995118, 0.798399999999674, 0.8033999999997832, 0.8225999999995111, 0.8283999999998741, 0.8547999999996136, 0.8724999999994907, 0.8833999999997104, 0.9051999999996951]",[0.8330999999998312],"[0.30639999999948486, 0.31269999999949505, 0.4335999999998421, 0.7079999999996289]","[0.14789999999948122, 0.2721999999998843, 0.3633999999997286, 0.4383999999995467, 0.5860999999995329, 0.6141999999995278, 0.6202999999995882, 0.6315999999997075, 0.6498999999998887, 0.7022999999994681, 0.7506999999995969, 0.7589999999995598, 0.841099999999642, 0.8517999999994572, 0.9080999999996493, 1.029899999999543]",[],[0.7124999999996362],[],[],"[0.3714999999997417, 0.8330999999998312]","[0.03429999999980282, 0.09309999999959473, 0.10059999999975844, 0.13029999999980646, 0.1483999999995831, 0.15319999999974243, 0.16489999999976135, 0.3127999999996973, 0.32689999999956854, 0.3334999999997308, 0.3742999999994936, 0.4320999999995365, 0.43709999999964566, 0.4684999999994943, 0.548099999999522, 0.5539999999996326, 0.5851999999995314, 0.6145999999998821, 0.6454999999996289, 0.6731999999997242]","[0.6642999999994572, 0.6782999999995809]"
15,0,Myr,"[0.5225000000000364, 0.6621999999999844, 0.8170999999999822]","[0.10550000000000637, 0.11990000000002965, 0.137299999999982, 0.14629999999999654, 0.18020000000001346, 0.2319999999999709, 0.25540000000000873, 0.27120000000002165, 0.2767000000000053, 0.31550000000004275, 0.3532000000000153, 0.35820000000001073, 0.36390000000005784, 0.3813000000000102, 0.440900000000056, 0.49270000000001346, 0.49850000000003547, 0.5464000000000624, 0.5521999999999707, 0.5665000000000191, 0.6199000000000296, 0.6295999999999822, 0.6832000000000562, 0.7314999999999827, 0.7363000000000284, 0.7499000000000251, 0.8102000000000089, 0.8415999999999713, 0.8695000000000164, 0.8796999999999571, 0.904700000000048, 0.91700000000003, 0.9402000000000044, 1.054200000000037, 1.1665000000000418, 1.1732000000000653]",[],[],"[0.0221000000000231, 0.1612999999999829, 0.21510000000000673, 0.3023000000000593, 0.3084999999999809, 0.32540000000005875, 0.4455000000000382, 0.5307999999999993, 0.5421000000000049, 0.5847999999999729, 0.60450000000003, 0.6346999999999525, 0.6576000000000022, 0.6689000000000078, 0.6865000000000236, 0.7029999999999745, 0.7063000000000557, 0.7102999999999611, 0.7178000000000111, 0.7432999999999765, 0.77800000000002, 0.789600000000064, 0.797800000000052, 0.8034999999999854, 0.8500000000000227, 0.8903000000000247, 0.9229000000000269, 0.9527000000000498, 0.9627000000000407]",[],"[0.6499000000000024, 0.7182000000000244, 0.7677999999999656, 0.8328000000000202, 0.8714999999999691, 0.9788999999999533]","[0.5330999999999904, 0.669399999999996, 0.6805000000000518, 0.7106999999999744, 0.7925999999999931, 0.8011999999999944, 0.8089999999999691, 0.8270999999999731, 0.86099999999999, 0.9533999999999878]",[0.6091000000000122],[],[0.18489999999997053],"[0.4298999999999751, 0.6621999999999844, 0.6725999999999885, 0.6833000000000311, 0.7002999999999702, 0.8778999999999542]"
16,0,Myr,"[0.35569999999995616, 0.37000000000000455, 0.4158999999999651, 0.7247999999999593]","[0.08839999999997872, 0.29319999999995616, 0.31970000000001164, 0.3269999999999982, 0.3754999999999882, 0.6385000000000218, 0.6427999999999656, 0.7087999999999965, 0.721300000000042, 0.7431000000000267, 0.7537999999999556, 0.7783000000000584, 0.8115000000000236, 0.8198999999999614, 0.842899999999986, 0.8832999999999629, 0.9108999999999696]",[],"[0.5493000000000166, 0.8043999999999869]","[0.2537999999999556, 0.2621000000000322, 0.28309999999999036, 0.5118999999999687, 0.5181999999999789, 0.5394000000000005, 0.5824999999999818, 0.5929999999999609, 0.6492000000000644, 0.6561000000000377, 0.6604999999999563, 0.6735999999999649, 0.6798000000000002, 0.6848999999999705, 0.6955000000000382, 0.7046000000000276, 0.7396999999999707, 0.8295000000000528, 0.8378000000000156, 0.8749000000000251]",[],"[0.502399999999966, 0.6080000000000609, 0.6522999999999683, 0.7327999999999975, 0.760599999999954, 0.7781999999999698, 0.7942000000000462, 0.8450000000000273, 0.8877999999999702, 0.9827999999999975]","[0.42449999999996635, 0.6621000000000095, 0.6884999999999764, 0.7197999999999638, 0.828200000000038, 0.8349000000000615, 0.8847000000000662, 0.9465999999999894]","[0.28300000000001546, 0.4189999999999827, 0.7327999999999975]",[0.5438000000000329],[0.6083999999999605],"[0.2258000000000493, 0.28309999999999036, 0.3506999999999607, 0.7480000000000473, 0.7866999999999962, 0.8392999999999802]"
17,0,Myr,"[0.008400000000051477, 0.01920000000006894, 0.043099999999981264, 0.06550000000004275, 0.09210000000007312, 0.8308000000000675]","[0.25729999999998654, 0.49490000000002965, 0.5252000000000407, 0.5792999999999893, 0.5941000000000258, 0.6374000000000706, 0.6422999999999774, 0.6470000000000482, 0.6779999999999973, 0.7778000000000702, 0.8108000000000857, 0.8659999999999854]",[],[],"[0.007699999999999818, 0.17200000000002547, 0.1852000000000089, 0.3967000000000098, 0.5899000000000569, 0.6000000000000227, 0.6308999999999969, 0.6524000000000569, 0.6607999999999947, 0.6682000000000698, 0.6861000000000104, 0.7021000000000868, 0.7092999999999847, 0.7219000000000051, 0.7453000000000429, 0.7486999999999853, 0.7563000000000102, 0.7613000000000056, 0.8172000000000708]",[],"[0.007800000000088403, 0.21620000000007167, 0.6736000000000786, 0.7273999999999887, 0.7670000000000528, 0.8056000000000267, 0.8251000000000204, 0.8758000000000266]","[0.15620000000001255, 0.219600000000014, 0.643100000000004, 0.6535000000000082, 0.6942000000000235, 0.7035000000000764, 0.7466000000000577, 0.7549999999999955, 0.795400000000086, 0.8004000000000815, 0.8440000000000509, 0.8888000000000602, 1.0609000000000606, 1.0978999999999814]",[0.6254000000000133],[],[],"[0.04070000000001528, 0.07519999999999527, 0.09070000000008349, 0.12350000000003547, 0.12980000000004566, 0.23910000000000764, 0.25729999999998654, 0.5072999999999865, 0.6474000000000615, 0.6665000000000418, 0.6970000000000027, 0.7099000000000615]"
18,0,Myr,[],"[0.5471000000000004, 0.6467999999999847, 0.6554999999999609, 0.6752999999999929, 0.7029999999999745, 0.7075999999999567, 0.7399000000000342, 0.7798999999999978, 0.8358000000000629]",[],"[0.3850999999999658, 0.4133000000000493]","[0.012200000000007094, 0.3564999999999827, 0.5695000000000618, 0.6058000000000447, 0.6196999999999662, 0.6524000000000569, 0.6979999999999791, 0.7339000000000624, 0.7581000000000131, 0.7620000000000573, 0.8444000000000642]","[0.3645000000000209, 0.37170000000003256, 0.3966000000000349, 0.42880000000002383]","[0.6064000000000078, 0.6817999999999529, 0.7255000000000109, 0.7489000000000487, 0.7752000000000407, 0.786200000000008, 0.8017999999999574, 0.8755999999999631, 0.9151000000000522, 0.9824999999999591]","[0.2576999999999998, 0.675200000000018, 0.7072000000000571, 0.7451999999999543, 0.7935999999999694, 0.8509000000000242, 0.9035999999999831, 0.9296000000000504]",[0.6521000000000186],[],"[0.03690000000005966, 0.3574999999999591, 0.4371999999999616, 0.5431999999999562, 0.6766999999999825]","[0.003500000000030923, 0.25300000000004275, 0.63900000000001]"
19,0,Myr,"[0.04390000000000782, 0.1551000000000613, 0.19780000000002929, 0.3223000000000411, 0.3826999999999998, 0.6357000000000426, 0.7272000000000389, 0.7417000000000371, 0.7665000000000646]","[0.505800000000022, 0.5756000000000085, 0.6368999999999687, 0.665300000000002, 0.6694999999999709, 0.6859000000000606, 0.7057999999999538, 0.7355000000000018, 0.7557000000000471, 0.7961999999999989]",[],[0.31579999999996744],"[0.06709999999998217, 0.1915000000000191, 0.26949999999999363, 0.34760000000005675, 0.39850000000001273, 0.5298999999999978, 0.5804000000000542, 0.5909000000000333, 0.6408000000000129, 0.6520000000000437, 0.6756000000000313, 0.7288999999999533, 0.7454000000000178, 0.7758000000000038, 0.8316999999999553, 0.8460999999999785]",[],"[0.3309000000000424, 0.7585000000000264, 0.7924000000000433, 0.8283999999999878, 0.9699000000000524]","[0.125, 0.6579000000000406, 0.7291999999999916, 0.7684000000000424, 0.8195000000000618, 0.8686999999999898, 0.8766000000000531, 0.8868999999999687, 0.9379999999999882, 0.9606999999999744, 1.042699999999968, 1.0670999999999822]","[0.2563999999999851, 0.677599999999984, 0.9043000000000347, 1.096400000000017, 1.1032000000000153]",[],"[0.09170000000005984, 0.10230000000001382, 0.10620000000005803, 0.17579999999998108, 0.18050000000005184, 0.19200000000000728, 0.24030000000004748, 0.25710000000003674, 0.2982000000000653, 0.31360000000006494, 0.3260999999999967, 0.33780000000001564, 0.41020000000003165]","[0.324100000000044, 0.5775999999999613, 0.6358999999999924, 0.6513999999999669, 0.6915000000000191, 0.7332999999999856, 0.8483999999999696]"
20,0,Lin,"[0.006000000000000227, 0.2709999999999866, 0.42219999999997526, 0.42509999999998627, 0.4392999999999745, 0.4503999999999735, 0.45839999999998327, 0.46999999999999886, 0.48929999999998586, 0.5629999999999882, 0.6288999999999874]","[0.2670999999999992, 0.3421999999999912, 0.3516999999999939, 0.666499999999985, 0.9105999999999881, 0.9919999999999902, 1.0149999999999864, 1.079499999999996, 1.1544999999999845]",[],[],"[0.184599999999989, 0.2366999999999848, 0.3123999999999967, 0.38059999999998695, 0.4024000000000001, 0.4743999999999744, 0.5700999999999965, 0.7421999999999969, 0.7670999999999992, 0.8076999999999828, 1.0351999999999748, 1.0397999999999854, 1.0942000000000007, 1.1750999999999863, 1.1905999999999892]",[],"[0.36479999999997403, 0.401299999999992]","[0.40739999999999554, 1.1399999999999864]","[0.15849999999997522, 1.036299999999983, 1.0415999999999883]",[],"[0.18389999999999418, 0.19389999999998508, 0.22109999999997854, 0.23469999999997526, 0.23929999999998586, 0.2931999999999846, 0.30629999999999313, 0.32229999999998427, 0.34039999999998827]","[0.0403999999999769, 0.14300000000000068, 0.5356999999999914]"
21,0,Lin,"[0.02749999999997499, 0.32529999999997017, 0.33749999999997726, 0.37889999999998736, 0.8211999999999762, 0.8452999999999804]","[0.16099999999997294, 0.3462999999999852, 0.5306999999999675, 0.9597999999999729, 1.018699999999967, 1.1225999999999772]",[],"[0.7056999999999789, 1.1928999999999803]","[0.4511999999999716, 0.4995999999999867, 0.6088999999999771, 0.7628999999999735, 0.7783999999999764, 0.8077999999999861, 0.8847999999999843, 1.088899999999967]","[1.0124999999999886, 1.0301999999999794]",[],"[0.03509999999997149, 0.04149999999998499]","[0.17029999999996903, 0.2715999999999781, 0.7055999999999756]",[],"[0.7672999999999774, 0.773399999999981, 0.806999999999988, 0.8507999999999925, 1.0661999999999807]","[0.0666999999999689, 0.18949999999998113, 0.20419999999998595, 0.2715999999999781, 1.123599999999982]"
22,0,Lin,"[0.4946999999999946, 0.6281999999999925, 0.6332999999999913, 0.6432000000000073, 0.6880999999999915, 0.7133000000000038, 0.7537000000000091, 0.7923000000000116, 0.8305000000000007, 0.8368000000000109, 0.8403000000000134, 0.8714999999999975, 0.8855000000000075, 0.9544999999999959, 0.9753000000000043, 0.9852999999999952, 1.0074999999999932, 1.0124999999999886, 1.0174000000000092, 1.060200000000009, 1.0970000000000084]","[0.11809999999999832, 0.14979999999999905, 0.1741000000000099, 0.19939999999999714, 0.2150000000000034, 0.2691000000000088, 0.30459999999999354, 0.3130999999999915, 0.3446999999999889, 0.352800000000002, 0.44589999999999463, 0.45529999999999404, 0.46160000000000423, 0.488900000000001, 0.686000000000007, 0.7449000000000012, 0.7661999999999978, 0.8062999999999931, 0.8369000000000142, 0.8558999999999912, 0.8649000000000058, 0.9593000000000131, 1.0219999999999914, 1.1076999999999941]",[],[],"[0.07220000000000937, 0.09039999999998827, 0.19350000000000023, 0.24840000000000373, 0.27539999999999054, 0.2908999999999935, 0.2978999999999985, 0.3602999999999952, 0.4376000000000033, 0.5729000000000042, 0.6711999999999989, 0.6768000000000143, 0.727499999999992, 0.8700000000000045, 0.90979999999999, 0.9358000000000004, 0.9767999999999972, 1.0062000000000069, 1.0494999999999948, 1.0749999999999886, 1.096100000000007, 1.1237999999999886]",[],"[0.2091000000000065, 0.2470000000000141, 1.0915999999999997]","[0.43070000000000164, 0.44010000000000105]","[0.3756999999999948, 0.5816000000000088, 0.634600000000006, 0.7435000000000116, 1.0959000000000003]",[0.463799999999992],"[0.05649999999999977, 0.06049999999999045, 0.7031000000000063, 0.7325999999999908, 0.7361999999999966, 0.7487000000000137, 0.779500000000013, 0.7830999999999904, 0.8067000000000064, 0.8181000000000154, 0.8660000000000139]","[0.7567999999999984, 0.7659000000000162, 0.8714999999999975, 0.9629999999999939, 0.9980999999999938, 1.0953000000000088]"
23,0,Lin,"[0.04779999999999518, 0.055499999999995, 0.09239999999999782, 0.14220000000000255, 0.14809999999999945, 0.47810000000001196, 0.4893999999999892, 0.522199999999998, 0.6092000000000155, 0.6410999999999945, 0.6711999999999989, 0.6938000000000102]","[0.08950000000001523, 0.1004000000000076, 0.10779999999999745, 0.19589999999999463, 0.3446999999999889, 0.3802000000000021, 0.5657999999999959, 0.5759999999999934, 0.6033999999999935, 0.7804999999999893]",[],[0.08379999999999654],"[0.050800000000009504, 0.0952000000000055, 0.151299999999992, 0.2518000000000029, 0.2580000000000098, 0.3515000000000157, 0.4123000000000161, 0.7271000000000072, 0.8797000000000139]",[0.655699999999996],[0.9653000000000134],"[0.4183000000000163, 0.6312000000000069]","[0.15119999999998868, 0.21129999999999427, 0.4632000000000005, 0.6938000000000102, 0.7159000000000049, 0.9508999999999901]",[0.17900000000000205],"[0.1886000000000081, 0.20400000000000773, 0.22229999999998995, 0.2377999999999929, 0.2487000000000137, 0.3078999999999894, 0.3271000000000015, 0.3689999999999998, 0.5283000000000015, 0.5477999999999952]","[0.2961999999999989, 0.3446999999999889]"
24,0,Lin,"[0.2563000000000102, 0.31450000000000955, 0.33979999999999677, 0.35820000000001073, 0.429300000000012, 0.49379999999999313, 0.5097000000000094, 0.5278999999999883, 0.5555999999999983, 0.5963000000000136, 0.6201000000000079, 1.1436999999999955]","[0.1640999999999906, 0.5794999999999959, 0.7246000000000095, 0.7436999999999898, 0.7490999999999985, 0.7638000000000034, 0.7864999999999895, 0.8284999999999911, 0.8342000000000098, 0.8492999999999995, 0.8545000000000016, 0.9011000000000138, 0.9447000000000116, 0.9697999999999922, 0.9923000000000002, 0.9979999999999905, 1.1411999999999978, 1.1681000000000097]",[],[1.1578000000000088],"[0.14789999999999281, 0.169399999999996, 0.36359999999999104, 0.5715999999999894, 0.6725000000000136, 0.8021999999999991, 0.9658000000000015, 0.9816999999999894, 1.18780000000001]",[],[0.3941000000000088],[],"[0.28309999999999036, 0.5562999999999931]",[],"[0.21530000000001337, 0.22530000000000427, 0.29120000000000346, 0.9084000000000003, 0.9525999999999897, 0.9735000000000014, 0.9986000000000104, 1.024499999999989, 1.0369000000000028, 1.0408999999999935, 1.1870000000000118, 1.1929000000000087]","[0.18799999999998818, 0.7402999999999906, 0.7445000000000164]"
25,0,Ner,"[0.40580000000011296, 1.0100000000001046]","[0.16230000000007294, 0.23480000000006385, 0.7080000000000837, 0.7717000000001235, 0.8180000000000973, 0.933800000000133, 0.9733000000001084, 0.9792000000001053, 1.0003000000000384, 1.0181000000001177, 1.0241000000000895, 1.0329000000000406, 1.037200000000098, 1.0494000000001051, 1.061800000000062, 1.0803000000000793, 1.1089000000000624, 1.1175000000000637, 1.131800000000112, 1.1783000000000357, 1.1990000000000691]",[],[1.0419000000000551],"[0.008200000000101682, 0.10900000000003729, 0.1148000000000593, 0.17990000000008877, 0.3805000000000973, 0.5845000000000482, 0.614400000000046, 0.6409000000001015, 0.6822000000000799, 0.7209000000000287, 0.7454000000001315, 0.753400000000056, 0.8925000000000409, 0.9497000000001208, 1.0296000000000731, 1.0557000000001153, 1.0671000000000959, 1.0985000000000582]",[],"[0.045500000000060936, 0.9899000000000342, 1.005100000000084, 1.041300000000092, 1.0750000000000455, 1.1291000000001077]","[1.0954000000000406, 1.1392000000000735, 1.1484000000000378]",[0.3301000000001295],[],"[0.009000000000128239, 0.014600000000086766, 0.11400000000003274, 0.15030000000012933, 0.22510000000011132, 1.021600000000035, 1.0392000000000507, 1.0543000000001257, 1.069400000000087, 1.0783000000001266, 1.0948000000000775, 1.1214000000001079, 1.1271000000000413]","[0.06380000000012842, 0.08120000000008076, 0.18870000000003984, 0.727100000000064, 0.9850000000001273, 1.05600000000004, 1.0850000000000364, 1.103900000000067, 1.1627000000000862]"
26,0,Ner,"[0.32650000000001, 0.38229999999998654, 0.3936999999999671, 0.4519000000000233, 0.45650000000000546, 0.48850000000004457, 0.5895000000000437, 0.755800000000022, 0.796100000000024]","[0.5928000000000111, 0.7227000000000317, 0.7881999999999607, 0.8143000000000029, 0.8214000000000397, 0.8355999999999995, 0.8723999999999705, 0.8758000000000266]",[],[],"[0.30340000000001055, 0.3170000000000073, 0.4980000000000473, 0.6312000000000353, 0.6403999999999996, 0.6707999999999856, 0.6767999999999574, 0.7015999999999849, 0.7096000000000231, 0.7150000000000318, 0.7513999999999896, 0.7596999999999525, 0.7658000000000129, 0.7813999999999623, 0.7942000000000462, 0.7974000000000387, 0.8016999999999825, 0.809099999999944, 0.8274999999999864, 0.8419999999999845, 0.8961000000000467, 0.948099999999954]",[],"[0.7258000000000493, 0.7635999999999967, 0.7853999999999814, 0.8728999999999587, 0.956299999999942, 1.0652000000000044]","[0.7222000000000435, 0.7350000000000136, 0.7418999999999869, 0.7713999999999714, 0.8700000000000045, 0.9221999999999753, 0.9302000000000135, 0.9510999999999967]","[0.06140000000004875, 0.40449999999998454]","[0.6839999999999691, 0.7074000000000069]","[0.39999999999997726, 0.6318999999999733, 0.6398000000000366, 0.6874000000000251]","[0.6336000000000013, 0.7559999999999718, 0.7975999999999885, 0.8212999999999511, 0.9347000000000207, 0.9714000000000169]"
27,0,Ner,[],"[0.2136000000000422, 0.2643000000000484, 0.7585000000000264]",[],[],"[0.15009999999995216, 0.6908999999999423, 0.7518000000000029, 0.7549000000000206, 0.7640999999999849, 0.7690000000000055, 0.7798999999999978, 0.7829000000000406, 0.796799999999962, 0.8011999999999944, 0.8042000000000371, 0.8094999999999573, 0.8251999999999953, 0.832300000000032, 0.8432999999999993, 0.8546000000000049, 0.9206000000000358, 0.9347000000000207, 0.9646999999999935, 1.1567000000000007]",[],"[0.8011999999999944, 0.8156999999999925, 0.8803000000000338, 0.8850999999999658, 0.9140999999999622, 0.9468000000000529, 0.9541000000000395, 0.9846999999999753, 1.0620000000000118, 1.1073999999999842]",[],[0.403699999999958],[],[],"[0.002399999999965985, 0.389699999999948]"
28,0,Ner,"[0.036400000000071486, 0.06460000000004129, 0.07370000000003074, 0.12590000000011514, 0.14160000000003947, 0.20980000000008658, 0.5117000000000189, 0.5301000000000613, 0.5382000000000744, 0.7711000000000467]","[0.11030000000005202, 0.4049000000001115, 0.8190000000000737, 0.8254000000000588, 0.8324000000001206, 0.8449000000000524]",[],[],"[0.18640000000004875, 0.4276000000000977, 0.4816000000000713, 0.6072000000000344, 0.6411000000000513, 0.6479000000000497, 0.7344000000000506, 0.7381000000000313, 0.7508000000000266, 0.7813000000001011, 0.7865000000000464, 0.801300000000083, 0.8098000000001093, 0.8569000000001097, 0.863800000000083, 0.8925000000000409, 0.8984000000000378, 0.9848000000000638, 1.005100000000084]",[],"[0.7863000000000966, 0.8641000000001213, 0.887700000000109, 0.9216000000001259, 0.9938000000000784, 1.002700000000118]","[0.12150000000008276, 0.14430000000004384, 0.3046000000000504, 0.3081000000000813]","[0.5657000000001062, 0.7697000000000571, 0.8254000000000588, 1.1003000000000611]",[],"[0.015400000000113323, 0.023600000000101318, 0.10720000000003438, 0.32740000000012515, 0.3409000000000333, 0.38840000000004693, 0.4069000000000642, 0.41000000000008185, 0.42470000000002983, 0.6857000000001108, 0.7003000000000839, 0.7181000000000495]","[0.0523000000000593, 0.8254000000000588]"
29,0,Ner,"[0.03859999999997399, 0.04290000000003147, 0.06830000000002201, 0.07359999999994216, 0.11149999999997817, 0.11860000000001492, 0.1595999999999549, 0.16980000000000928, 0.5221000000000231, 0.5318999999999505, 0.5493999999999915, 0.6736999999999398, 0.8337999999999965, 0.8629999999999427, 0.8772999999999911, 0.9308999999999514, 0.9674999999999727]","[0.02329999999994925, 0.04809999999997672, 0.05510000000003856, 0.06460000000004129, 0.08349999999995816, 0.3125999999999749, 0.4519000000000233, 0.46309999999994034, 0.47529999999994743, 0.5302000000000362, 0.540300000000002, 0.546799999999962, 0.5567999999999529, 0.5755000000000337, 0.961400000000026, 0.9977000000000089, 1.0018999999999778, 1.038599999999974, 1.0492000000000417]",[],[],"[0.09849999999994452, 0.14279999999996562, 0.25270000000000437, 0.34389999999996235, 0.5045000000000073, 0.5534999999999854, 0.7417000000000371, 0.7555999999999585, 0.7736999999999625, 0.9325999999999794, 0.9489999999999554, 1.0430000000000064, 1.0652999999999793]","[0.07609999999999673, 0.1127999999999929]","[0.2635999999999967, 0.8629999999999427]","[0.255800000000022, 0.35009999999999764, 0.3552999999999429, 0.4008999999999787, 0.5205999999999449]",[0.5977000000000317],[],"[0.49670000000003256, 0.7300999999999931, 1.010599999999954, 1.064300000000003, 1.0670999999999822, 1.105099999999993]","[0.3106000000000222, 0.36979999999994106, 0.435799999999972, 0.9438000000000102, 0.9905999999999722, 1.0161000000000513]"
